Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Season,VegetationType,Heatwave,Drought,Lightning,Classes
27.3,68.6,15.7,2.3,57.1,48.8,259.7,20.8,175.4,15.0,Autumn,Agriculture,0,1,0,not fire
27.5,56.5,25.3,0.2,73.7,75.0,270.8,29.1,174.7,19.2,Winter,Shrubland,1,1,1,fire
29.9,56.1,22.0,0.8,71.1,67.1,230.9,26.2,168.4,17.8,Autumn,Shrubland,0,1,0,not fire
28.9,35.4,26.4,1.0,81.9,101.8,344.5,30.0,236.8,23.1,Winter,Forest,0,0,0,fire
39.2,41.6,9.3,0.3,75.6,123.7,433.2,23.9,298.8,21.5,Summer,Forest,0,0,0,fire
40.7,47.1,18.0,2.7,82.3,107.2,373.3,25.8,256.7,20.0,Winter,Forest,0,0,0,not fire
35.0,57.2,5.5,0.6,61.3,94.5,344.3,16.3,229.1,17.1,Autumn,Forest,0,0,0,not fire
27.1,59.3,21.0,2.3,69.4,70.1,289.9,22.9,191.7,17.9,Summer,Grassland,0,0,0,not fire
36.9,56.6,11.6,2.4,72.8,66.6,188.4,21.9,139.7,14.7,Spring,Agriculture,0,0,0,fire
29.2,56.3,6.2,2.0,58.5,59.5,262.2,16.8,159.6,12.5,Spring,Forest,0,0,0,not fire
22.6,36.6,17.7,0.4,67.1,67.7,262.3,20.8,160.9,14.2,Winter,Forest,0,1,0,not fire
35.3,39.7,15.6,1.4,78.9,112.0,427.4,25.4,287.8,21.7,Spring,Grassland,0,0,0,fire
18.9,71.8,12.7,0.1,49.6,24.9,135.0,17.5,84.3,9.9,Summer,Forest,0,0,0,not fire
24.5,62.2,16.2,0.8,62.5,56.2,202.9,22.7,122.9,15.1,Spring,Grassland,0,1,1,fire
42.9,54.3,18.8,5.6,83.2,109.9,393.1,23.0,269.5,19.9,Autumn,Forest,0,0,0,not fire
40.4,35.8,10.3,0.3,88.4,112.2,387.6,24.5,257.1,20.1,Winter,Grassland,0,0,0,not fire
35.4,65.7,6.3,2.5,67.7,83.7,308.6,20.6,199.0,17.0,Summer,Grassland,0,0,0,fire
28.3,34.0,14.3,0.8,73.3,96.1,330.6,25.8,217.0,18.7,Summer,Agriculture,0,0,0,not fire
34.6,64.5,15.4,2.3,66.4,83.2,243.9,25.8,159.5,17.0,Spring,Agriculture,0,0,1,not fire
37.3,74.8,11.6,1.0,66.1,76.9,307.9,18.7,210.1,14.2,Autumn,Forest,0,1,0,fire
22.3,48.4,20.0,5.7,60.4,40.3,220.1,21.2,132.3,12.3,Summer,Forest,0,0,0,fire
30.9,77.0,9.1,0.8,59.1,48.6,203.1,18.5,131.7,12.2,Spring,Shrubland,0,0,0,not fire
29.7,24.4,24.3,4.2,79.3,79.6,303.8,28.9,209.8,21.9,Winter,Forest,0,0,0,not fire
26.3,45.3,13.7,0.6,66.2,68.3,256.3,20.6,182.1,16.0,Autumn,Grassland,0,1,0,fire
26.7,72.4,19.1,0.9,67.1,54.4,234.3,23.4,138.1,15.1,Spring,Forest,0,0,0,fire
39.5,50.1,8.1,3.8,72.4,115.5,426.8,20.6,286.7,20.4,Spring,Forest,0,0,1,fire
27.2,37.8,12.6,0.7,66.8,59.9,240.8,21.6,168.3,15.3,Winter,Forest,0,0,0,not fire
50.0,83.5,14.6,0.4,77.8,84.7,352.0,28.0,217.3,18.7,Spring,Grassland,0,0,0,fire
40.5,28.3,22.3,1.8,90.9,133.5,452.7,32.8,307.6,24.6,Winter,Grassland,0,0,0,fire
29.3,64.8,11.2,3.4,55.6,82.5,315.5,19.3,201.6,14.2,Summer,Grassland,1,0,0,fire
30.4,71.3,22.5,4.4,66.8,52.7,240.5,23.5,166.2,16.9,Spring,Shrubland,0,0,0,not fire
42.3,45.8,11.1,0.8,72.3,119.2,438.4,22.0,295.7,21.2,Winter,Forest,0,0,0,fire
40.4,61.7,12.2,0.9,79.0,92.8,372.3,24.3,248.6,19.3,Winter,Shrubland,0,1,0,fire
27.4,48.3,17.7,1.4,73.2,81.3,287.5,26.3,187.4,18.1,Summer,Grassland,0,0,0,not fire
37.6,27.6,8.9,1.6,78.9,132.9,510.1,23.1,326.7,23.0,Autumn,Agriculture,0,0,0,fire
29.5,73.3,16.9,1.2,60.8,56.0,215.3,22.1,134.9,14.4,Winter,Forest,0,0,0,not fire
38.5,60.0,15.5,0.1,77.9,90.2,358.2,26.2,242.9,20.5,Summer,Grassland,1,0,0,not fire
38.0,67.7,20.3,0.1,79.9,86.9,277.0,28.0,198.9,19.0,Spring,Shrubland,0,0,1,fire
30.1,23.8,5.6,0.7,67.8,96.2,297.1,19.1,213.7,15.7,Summer,Forest,0,0,0,not fire
30.7,11.0,20.2,0.9,82.9,101.8,313.6,28.0,198.9,19.3,Spring,Agriculture,1,1,0,fire
32.5,52.3,17.8,1.9,72.3,87.2,297.7,24.2,199.0,17.3,Winter,Shrubland,0,0,0,not fire
26.8,80.6,13.8,3.0,48.1,46.4,140.8,17.2,99.6,9.9,Winter,Grassland,0,0,0,not fire
32.5,72.7,17.4,1.1,66.9,77.3,346.5,22.6,235.1,17.0,Spring,Grassland,0,0,0,not fire
26.6,73.0,11.2,0.8,54.4,63.6,187.0,17.3,117.4,11.2,Spring,Agriculture,1,1,0,fire
33.4,61.8,23.6,0.7,72.8,59.6,216.1,26.3,105.0,13.6,Summer,Grassland,0,1,0,fire
30.6,9.6,12.5,1.4,82.0,108.0,371.4,24.1,232.6,19.1,Summer,Shrubland,0,1,0,fire
33.2,62.0,12.7,2.8,63.8,82.1,301.0,19.3,205.0,14.9,Spring,Agriculture,0,0,0,not fire
30.0,74.3,16.8,1.0,64.3,55.7,253.7,21.1,175.0,14.9,Winter,Shrubland,0,1,0,not fire
29.4,50.0,14.1,5.5,64.3,70.6,254.1,18.9,184.4,17.1,Summer,Shrubland,0,0,1,fire
39.2,23.6,16.3,2.7,87.9,88.4,314.4,24.5,224.7,20.7,Autumn,Forest,0,0,0,fire
23.2,49.0,16.3,0.6,64.2,54.7,232.8,19.2,140.8,12.3,Autumn,Agriculture,0,1,0,not fire
28.8,50.8,14.8,0.5,59.7,60.5,274.0,21.1,169.9,14.8,Spring,Grassland,0,0,1,fire
25.1,72.6,19.7,0.2,58.9,43.3,214.4,21.8,148.2,14.3,Spring,Forest,0,0,0,fire
35.9,69.2,24.6,0.9,79.9,62.7,227.5,28.3,160.0,17.4,Autumn,Forest,0,0,0,fire
42.9,80.3,17.1,2.1,70.8,85.4,312.9,22.1,218.0,18.1,Autumn,Forest,0,0,0,not fire
21.3,5.0,8.9,5.5,64.5,98.5,386.3,19.0,254.3,18.2,Winter,Agriculture,0,1,0,not fire
38.8,75.7,9.8,0.3,68.1,79.4,322.7,19.6,216.5,15.6,Winter,Grassland,0,1,0,not fire
27.7,72.5,15.5,4.4,54.3,38.9,170.2,18.8,83.8,10.3,Spring,Agriculture,0,0,0,not fire
23.8,49.8,15.6,0.8,63.6,66.5,264.5,19.4,177.1,14.6,Summer,Grassland,0,0,0,not fire
28.3,36.8,19.2,0.5,78.1,91.7,323.4,26.1,219.4,18.8,Spring,Shrubland,0,0,0,not fire
30.7,71.2,14.9,0.3,67.5,46.7,214.5,19.4,141.7,14.3,Autumn,Forest,1,0,0,not fire
28.5,53.3,20.9,4.1,69.9,56.2,211.3,24.0,152.8,16.0,Summer,Shrubland,0,1,0,fire
35.7,48.2,12.7,0.2,75.9,94.7,296.8,23.4,203.9,15.3,Autumn,Grassland,0,0,0,not fire
38.8,63.0,19.0,0.3,79.5,76.0,308.7,26.2,187.5,17.4,Summer,Agriculture,1,0,0,fire
26.9,58.8,19.9,0.8,67.4,60.8,190.6,24.4,111.8,14.3,Winter,Agriculture,0,0,0,not fire
19.3,69.6,27.1,2.8,60.5,42.4,220.5,27.3,146.5,15.2,Spring,Grassland,0,0,1,not fire
29.5,66.5,11.3,1.5,58.5,59.9,234.9,18.6,149.7,14.1,Autumn,Grassland,0,0,0,not fire
35.9,82.1,6.9,0.6,61.3,57.4,238.5,18.7,156.5,14.8,Winter,Grassland,1,0,0,not fire
24.2,68.6,15.6,1.1,51.4,63.7,239.5,14.4,151.5,12.3,Autumn,Grassland,1,0,0,fire
37.6,53.4,15.2,0.6,79.6,77.4,274.1,24.7,189.7,17.1,Spring,Forest,1,0,0,fire
21.7,79.3,15.3,5.4,50.2,22.7,70.5,19.9,52.4,10.9,Autumn,Grassland,0,0,0,not fire
45.8,70.7,17.2,0.9,76.7,111.1,361.3,24.5,249.3,19.9,Summer,Agriculture,0,0,0,not fire
38.4,57.1,18.3,2.7,81.1,96.0,372.7,26.3,252.3,21.3,Autumn,Grassland,0,0,0,not fire
27.3,82.6,22.7,1.9,57.7,55.6,204.2,21.8,139.6,14.3,Spring,Grassland,0,0,0,not fire
31.8,45.1,9.9,1.2,69.6,87.9,324.6,20.3,230.5,17.8,Spring,Grassland,0,0,0,not fire
35.9,70.3,16.8,1.0,75.4,76.0,283.7,23.4,192.0,17.4,Autumn,Grassland,0,0,0,fire
31.7,26.9,8.2,0.3,76.4,104.3,326.9,22.2,230.6,17.5,Spring,Forest,0,0,0,fire
29.0,65.0,16.7,0.4,61.5,58.5,191.4,20.6,131.5,15.6,Summer,Grassland,0,1,0,fire
34.5,38.8,17.3,1.8,78.1,73.0,316.6,25.7,205.9,18.3,Summer,Grassland,0,0,0,fire
29.1,57.0,21.1,0.9,71.2,83.4,265.3,26.5,181.8,18.0,Winter,Grassland,0,0,1,not fire
17.2,45.4,18.2,0.1,61.1,36.3,161.5,19.9,109.2,12.9,Spring,Shrubland,0,0,0,not fire
34.3,42.6,17.1,1.6,74.2,98.6,392.1,26.9,254.6,21.8,Autumn,Grassland,0,0,0,not fire
19.9,16.7,18.1,0.2,67.1,79.0,306.9,23.7,215.6,18.2,Spring,Agriculture,0,0,0,not fire
21.5,60.2,18.8,0.3,64.8,53.5,228.9,21.4,140.4,15.0,Summer,Forest,1,0,0,fire
36.1,41.6,18.4,5.2,78.4,98.0,376.5,26.9,233.7,20.2,Winter,Grassland,1,0,0,fire
38.4,19.8,8.0,1.0,82.1,104.6,379.3,22.6,267.0,20.6,Spring,Agriculture,0,0,0,fire
36.7,64.6,21.5,0.6,81.2,71.4,291.9,31.5,195.8,18.6,Winter,Forest,0,0,1,fire
28.8,53.1,16.2,0.5,70.0,90.3,411.7,24.2,260.3,20.8,Autumn,Shrubland,0,0,0,not fire
28.2,59.3,15.8,2.2,65.2,64.0,283.5,24.6,192.2,18.0,Winter,Forest,0,0,0,not fire
34.7,18.3,14.7,0.2,83.3,97.3,364.2,27.4,254.6,21.7,Summer,Agriculture,0,0,0,fire
40.7,42.8,18.0,2.6,81.7,92.8,342.6,26.0,238.6,20.0,Winter,Agriculture,1,1,0,fire
21.1,57.4,8.6,1.5,59.7,55.6,225.9,18.3,169.3,13.5,Spring,Shrubland,0,0,0,not fire
47.3,41.6,11.6,0.8,88.0,123.5,396.3,24.7,288.9,21.5,Summer,Agriculture,0,0,0,fire
38.5,51.9,16.5,1.2,80.1,97.8,303.2,28.0,184.3,19.2,Summer,Shrubland,0,0,0,not fire
37.0,79.8,11.0,0.8,65.1,76.7,229.8,20.2,157.1,12.7,Winter,Shrubland,0,0,0,not fire
27.6,48.8,7.4,1.2,64.4,62.8,248.9,18.6,163.4,13.2,Autumn,Agriculture,1,1,0,not fire
28.8,25.6,9.2,1.6,71.4,104.3,384.3,21.1,244.7,18.0,Spring,Forest,0,0,0,not fire
29.0,63.6,10.8,1.8,58.2,70.2,301.0,18.7,200.8,15.6,Spring,Grassland,0,0,0,not fire
34.1,31.4,11.4,1.3,72.7,82.4,337.3,20.6,211.3,16.2,Summer,Agriculture,1,0,0,fire
28.9,28.5,10.8,0.9,73.5,87.9,326.6,21.3,221.7,17.1,Winter,Forest,0,0,0,not fire
40.0,87.2,7.3,1.4,56.9,71.4,306.6,14.6,213.8,16.9,Winter,Shrubland,0,0,0,not fire
33.6,33.5,22.5,1.2,82.5,93.8,354.0,28.6,234.2,21.6,Winter,Agriculture,0,0,0,fire
20.9,61.8,23.6,2.2,61.5,43.7,198.7,23.7,143.4,13.1,Summer,Grassland,0,1,0,fire
34.0,60.2,12.8,2.8,64.5,73.4,299.1,20.6,201.9,16.2,Summer,Agriculture,0,0,0,not fire
36.7,65.0,21.2,1.5,78.6,76.6,281.9,26.8,201.7,18.6,Autumn,Shrubland,0,1,0,fire
23.9,38.9,16.0,0.6,72.1,52.2,220.0,25.1,152.6,15.5,Winter,Grassland,0,0,0,not fire
36.1,48.3,17.0,0.2,76.3,98.0,316.1,26.2,208.3,19.1,Autumn,Grassland,0,0,0,fire
34.0,45.9,2.1,1.8,68.3,84.3,344.6,18.0,210.5,14.4,Winter,Forest,0,0,0,not fire
38.0,66.4,14.4,1.7,71.0,90.0,347.8,23.3,214.2,17.4,Spring,Forest,0,0,0,not fire
22.7,52.5,19.1,4.1,62.6,41.7,125.9,23.2,95.8,13.1,Autumn,Forest,0,0,0,fire
22.6,62.0,20.1,3.0,60.1,38.3,171.7,21.2,120.4,14.0,Winter,Shrubland,0,0,0,not fire
36.5,48.4,13.6,0.4,77.5,81.1,326.2,25.3,223.7,18.3,Spring,Grassland,0,1,0,fire
19.0,50.7,18.1,4.2,60.2,58.3,253.1,22.0,164.1,14.9,Autumn,Forest,0,0,0,fire
21.7,32.7,11.5,4.7,64.0,86.9,365.8,18.4,236.2,16.5,Summer,Agriculture,1,0,0,fire
38.3,52.6,14.6,1.4,81.4,92.9,330.0,24.6,224.9,18.8,Autumn,Grassland,0,1,0,fire
35.9,53.5,17.2,2.9,76.8,72.9,260.7,26.1,175.3,17.3,Winter,Grassland,0,0,0,not fire
36.0,57.0,9.8,0.1,75.7,90.1,315.1,20.7,209.0,16.9,Summer,Grassland,0,1,0,fire
33.8,38.2,21.6,0.2,76.3,97.2,385.3,25.2,261.0,19.8,Summer,Forest,0,0,0,fire
36.8,55.3,15.0,1.3,72.7,84.1,329.9,23.8,220.5,17.6,Summer,Shrubland,1,0,0,fire
37.3,52.2,20.5,2.5,76.8,90.0,369.8,28.4,224.9,18.9,Autumn,Forest,1,1,0,fire
36.7,31.7,14.1,1.5,75.8,117.6,432.2,22.9,275.2,20.1,Autumn,Forest,0,1,0,fire
30.0,29.5,19.5,4.7,78.6,77.3,233.5,26.9,156.2,16.7,Spring,Grassland,1,0,0,fire
40.9,41.0,14.1,0.2,81.5,122.3,346.8,26.7,236.8,19.6,Summer,Agriculture,0,0,0,fire
45.2,49.5,21.1,2.4,91.7,109.2,456.0,30.5,317.2,23.8,Autumn,Agriculture,0,0,0,fire
34.5,34.8,7.3,5.4,68.7,98.5,352.4,20.4,230.2,17.4,Summer,Grassland,0,1,1,fire
38.5,28.3,12.1,0.4,83.3,105.5,376.4,23.4,243.2,18.5,Summer,Agriculture,0,0,0,fire
39.0,34.5,26.0,0.0,95.2,95.3,338.0,32.4,224.5,22.8,Summer,Agriculture,0,1,0,fire
33.8,72.8,8.2,5.5,59.2,75.3,217.7,16.3,149.6,12.3,Autumn,Agriculture,0,0,0,not fire
28.8,68.1,13.1,0.1,60.3,66.0,307.5,18.7,207.9,15.4,Autumn,Grassland,0,0,0,not fire
38.1,37.4,10.7,1.0,75.1,97.6,390.1,22.1,236.5,17.6,Autumn,Shrubland,1,0,1,fire
21.3,63.8,16.4,0.3,52.6,35.9,210.0,17.9,133.5,12.6,Spring,Agriculture,1,0,0,not fire
39.9,66.1,17.9,1.0,73.1,94.2,351.4,24.9,229.2,17.8,Autumn,Shrubland,0,0,0,not fire
22.6,47.1,8.3,1.0,60.3,60.3,237.1,17.0,168.5,13.0,Winter,Forest,0,0,0,not fire
25.3,34.9,9.5,4.3,60.4,79.5,257.7,18.5,181.3,15.7,Summer,Agriculture,1,1,0,fire
40.8,81.2,7.5,5.3,57.6,83.8,345.0,19.3,225.0,19.2,Winter,Shrubland,0,1,0,not fire
33.1,41.3,26.0,0.0,87.5,91.4,303.8,30.6,209.0,20.9,Autumn,Agriculture,0,0,0,fire
21.6,38.5,14.9,0.7,61.8,63.1,238.4,20.9,153.9,13.5,Winter,Forest,0,0,0,not fire
34.1,60.6,18.7,3.0,72.0,80.6,247.1,26.2,158.9,17.9,Summer,Grassland,1,0,0,fire
48.3,69.6,19.1,0.1,88.5,129.7,471.8,28.4,306.7,22.4,Summer,Forest,0,0,0,fire
50.0,48.0,24.5,0.1,98.0,125.2,479.9,35.6,318.1,27.9,Winter,Grassland,0,0,0,fire
32.6,53.3,9.4,4.2,60.3,81.2,281.8,15.7,180.4,12.5,Autumn,Grassland,0,1,1,not fire
21.8,64.3,17.8,0.1,62.6,48.4,166.0,24.4,124.6,16.4,Summer,Agriculture,0,0,0,not fire
44.1,54.7,13.4,4.0,81.1,99.2,398.1,24.4,255.4,20.1,Spring,Shrubland,0,0,0,not fire
26.2,27.5,15.5,1.6,74.2,72.7,310.6,25.1,230.1,18.6,Spring,Agriculture,0,0,0,not fire
32.1,46.0,14.4,2.6,70.0,93.4,329.3,23.6,235.0,19.3,Summer,Forest,0,0,1,fire
43.0,33.5,18.3,2.6,88.4,106.3,390.3,28.4,269.1,22.9,Winter,Forest,0,0,0,fire
34.8,42.7,16.6,1.0,76.8,69.8,276.5,23.3,186.7,17.2,Summer,Grassland,0,1,0,fire
31.2,5.0,16.3,0.5,88.8,112.9,352.9,27.1,233.9,21.1,Spring,Agriculture,0,0,0,fire
29.6,43.1,13.8,2.0,69.9,81.4,266.4,19.4,193.8,14.6,Summer,Grassland,0,1,0,fire
37.6,48.7,16.0,1.4,81.9,86.2,335.7,23.4,244.2,18.8,Spring,Shrubland,0,0,0,not fire
34.6,51.4,16.0,0.2,75.2,84.4,327.9,23.0,230.1,18.9,Spring,Grassland,0,0,1,fire
28.3,41.6,23.8,0.7,75.4,67.0,283.2,25.7,190.5,18.0,Summer,Shrubland,1,0,0,fire
34.6,70.7,14.6,1.5,70.5,78.8,276.6,22.6,194.3,17.0,Winter,Agriculture,0,0,0,not fire
35.5,53.9,3.2,0.3,63.1,88.3,351.6,18.9,236.4,18.4,Summer,Grassland,0,0,0,not fire
26.4,53.6,20.0,0.4,70.5,66.5,212.2,24.3,158.5,16.6,Autumn,Agriculture,0,0,0,not fire
42.3,42.5,21.8,0.6,91.9,112.1,390.7,31.3,273.5,22.5,Autumn,Shrubland,1,0,0,fire
26.9,35.1,22.3,0.6,78.3,81.2,278.9,26.5,183.0,18.5,Autumn,Agriculture,0,0,0,fire
33.8,41.3,9.4,0.5,78.8,78.9,295.4,23.3,177.8,16.6,Summer,Agriculture,0,0,0,fire
27.2,67.5,5.1,0.1,56.4,57.3,204.2,17.2,140.0,14.0,Winter,Grassland,0,0,0,not fire
33.9,66.8,27.6,0.4,74.6,45.2,152.4,29.5,112.2,15.5,Winter,Forest,0,0,0,not fire
19.3,32.6,20.7,0.9,69.1,39.1,175.7,25.7,115.9,15.5,Winter,Grassland,0,0,0,not fire
29.4,28.4,13.1,3.8,73.8,87.1,307.4,21.8,219.8,16.1,Spring,Grassland,0,0,0,not fire
32.8,68.8,11.6,7.1,60.8,70.9,248.2,21.6,161.8,16.6,Summer,Grassland,0,0,0,not fire
38.4,24.4,10.8,0.9,82.5,123.2,453.4,26.4,302.4,22.8,Spring,Grassland,0,0,0,fire
40.5,20.1,11.2,1.6,85.9,109.9,396.2,26.6,258.5,20.3,Spring,Forest,0,1,0,fire
44.8,37.1,18.2,0.3,97.3,114.9,377.5,33.1,255.3,22.5,Spring,Forest,0,0,0,fire
27.9,43.1,16.4,1.4,76.2,78.1,308.8,27.7,194.5,19.0,Winter,Shrubland,0,0,0,not fire
40.0,44.9,15.3,3.8,80.0,100.1,357.2,26.7,228.8,19.6,Summer,Forest,0,1,0,fire
35.4,20.9,14.0,1.1,85.8,107.6,440.1,27.0,277.7,21.0,Summer,Agriculture,0,0,0,fire
35.0,66.5,11.7,1.7,63.9,85.3,342.3,19.5,231.2,15.2,Autumn,Shrubland,0,0,0,not fire
37.4,56.3,11.8,0.5,76.9,80.4,280.8,23.1,183.6,17.5,Summer,Shrubland,0,0,0,fire
23.8,80.4,8.0,0.1,50.9,29.7,118.7,15.2,77.6,8.9,Summer,Agriculture,0,0,0,not fire
45.7,55.4,2.2,0.1,76.7,119.4,468.7,18.4,315.5,21.6,Winter,Agriculture,0,0,0,not fire
31.3,93.2,7.3,4.4,46.4,51.6,218.2,15.8,137.7,11.4,Summer,Grassland,0,0,1,fire
35.6,48.1,25.7,0.7,91.1,95.9,329.9,32.3,226.8,21.4,Summer,Forest,0,0,0,fire
36.6,57.1,19.0,1.0,75.3,100.5,341.7,26.0,233.7,19.1,Summer,Forest,0,0,0,fire
28.3,37.8,16.8,0.2,77.2,68.8,269.7,23.0,187.7,16.8,Summer,Shrubland,0,0,0,fire
36.3,27.7,15.0,1.4,80.1,108.1,374.2,28.2,254.0,19.9,Winter,Agriculture,0,0,0,not fire
22.7,65.4,14.9,2.0,57.8,48.1,236.5,18.4,141.7,14.1,Spring,Forest,0,0,1,fire
26.8,70.4,11.4,4.1,53.6,51.7,223.7,18.1,150.3,11.3,Winter,Agriculture,0,0,0,not fire
30.1,58.1,23.0,1.1,76.7,69.2,255.0,26.1,172.2,17.9,Autumn,Forest,0,0,0,not fire
38.2,73.7,17.5,0.7,67.1,80.8,313.4,25.0,220.6,19.3,Spring,Forest,0,1,0,fire
16.8,52.8,3.3,1.3,44.6,42.6,159.5,12.7,107.4,8.6,Winter,Agriculture,0,1,0,not fire
27.3,69.5,20.2,1.5,58.2,63.4,271.2,22.1,183.9,17.9,Summer,Shrubland,1,0,0,not fire
27.0,76.7,5.2,0.7,51.6,43.7,219.3,15.0,137.4,12.2,Summer,Grassland,0,0,0,not fire
26.6,35.1,15.5,1.4,66.8,74.3,349.3,22.2,223.7,18.2,Autumn,Shrubland,0,0,0,not fire
34.1,51.0,13.5,1.1,75.2,81.9,306.7,22.4,204.1,16.6,Summer,Shrubland,1,1,0,fire
33.2,63.4,16.3,0.4,70.5,71.5,220.2,27.3,160.6,16.4,Spring,Grassland,1,0,1,fire
28.3,73.9,14.5,2.8,62.0,49.9,184.3,20.5,123.9,12.8,Winter,Shrubland,1,0,0,not fire
36.0,51.3,14.1,1.0,77.5,88.5,387.7,23.2,248.2,18.5,Summer,Agriculture,0,0,0,not fire
39.4,39.3,18.6,0.2,85.9,107.3,360.1,29.8,248.6,23.6,Spring,Agriculture,0,0,0,not fire
30.7,47.7,20.2,0.5,75.5,76.8,325.2,28.5,232.9,20.4,Spring,Grassland,0,0,0,fire
36.7,55.5,9.1,3.8,70.7,102.8,337.7,21.4,209.8,17.8,Autumn,Shrubland,0,1,0,not fire
37.8,44.9,26.8,0.8,90.6,90.9,364.2,33.3,254.8,24.3,Spring,Grassland,1,0,0,fire
30.1,70.8,16.6,1.1,64.0,52.6,269.6,24.2,170.1,16.8,Summer,Shrubland,0,1,0,fire
41.8,57.9,9.9,0.5,76.4,112.5,397.1,22.2,267.1,17.7,Summer,Grassland,0,0,0,fire
38.4,54.0,13.1,0.5,75.4,101.2,395.8,27.1,254.2,22.2,Autumn,Shrubland,1,1,0,fire
37.6,60.7,10.4,0.0,70.8,94.0,306.6,22.4,213.3,16.6,Winter,Shrubland,0,0,0,not fire
39.9,39.6,10.7,2.4,76.4,126.7,443.7,23.5,296.3,22.9,Summer,Shrubland,0,0,0,fire
38.4,63.7,21.1,1.3,79.7,85.2,371.0,24.9,242.7,20.5,Autumn,Agriculture,0,0,0,not fire
24.3,53.7,9.1,0.7,57.7,61.5,227.0,16.9,146.2,15.3,Summer,Forest,0,1,1,fire
44.6,37.1,14.1,4.8,83.9,131.6,469.5,26.2,340.8,25.7,Summer,Forest,0,1,1,fire
31.6,61.4,14.7,0.1,66.2,80.6,318.1,23.0,209.5,17.1,Autumn,Forest,0,0,0,not fire
34.4,58.1,21.9,2.6,77.2,79.4,319.1,27.4,209.1,18.0,Winter,Agriculture,0,0,1,fire
37.0,25.5,24.2,1.3,91.0,111.6,402.5,32.5,266.0,23.8,Autumn,Shrubland,0,1,0,fire
24.6,28.2,10.2,4.4,63.0,67.3,224.7,17.0,152.2,12.7,Summer,Agriculture,0,0,1,not fire
41.1,73.0,15.9,0.6,83.9,71.9,365.3,28.6,216.4,20.1,Spring,Agriculture,0,0,0,not fire
29.1,65.0,0.0,0.5,51.8,48.6,178.1,12.6,112.4,8.7,Summer,Shrubland,0,0,0,fire
24.5,51.5,14.4,1.6,65.8,72.4,281.3,22.5,189.5,16.7,Summer,Grassland,1,0,0,fire
36.7,57.1,18.0,3.4,72.9,84.7,278.1,24.7,174.9,18.1,Winter,Grassland,0,0,0,not fire
45.2,48.3,15.0,3.5,81.9,123.3,403.9,22.3,265.1,20.3,Winter,Forest,0,0,0,fire
36.4,25.7,21.9,1.1,89.4,116.5,416.5,27.5,267.3,21.7,Summer,Shrubland,0,0,0,fire
36.2,83.6,20.4,2.2,71.2,65.4,234.9,23.2,162.8,16.8,Winter,Grassland,0,0,0,not fire
24.9,35.0,23.9,1.0,75.4,77.9,266.2,28.9,167.5,17.7,Spring,Forest,0,0,0,fire
40.7,42.0,17.1,0.2,88.7,104.9,414.9,31.1,285.1,24.5,Summer,Forest,1,0,0,fire
36.5,38.1,15.7,0.6,84.1,100.7,367.8,27.3,232.8,19.4,Summer,Grassland,0,0,0,fire
18.1,50.0,5.8,1.7,59.4,36.0,204.6,19.2,114.2,11.3,Winter,Shrubland,0,0,0,not fire
38.1,62.1,19.4,1.1,73.6,82.8,321.2,24.8,206.1,19.4,Spring,Shrubland,0,1,0,not fire
37.7,79.1,32.0,0.4,83.0,72.2,246.6,31.2,182.5,20.3,Winter,Agriculture,0,0,0,not fire
49.2,64.4,11.5,0.1,83.9,113.0,446.5,25.8,306.3,23.3,Spring,Shrubland,0,0,0,fire
27.9,83.8,12.8,0.2,54.4,44.3,198.4,17.5,136.0,12.0,Summer,Forest,0,0,1,fire
37.7,81.3,16.6,2.9,67.9,71.1,257.4,21.1,154.8,14.1,Autumn,Forest,0,0,0,not fire
22.2,76.8,20.5,0.1,57.0,53.8,184.3,22.0,143.2,15.3,Autumn,Forest,0,0,0,not fire
45.4,64.3,6.3,6.3,71.6,99.1,393.7,20.8,259.5,18.1,Summer,Grassland,0,0,0,fire
23.6,45.5,21.3,2.7,64.3,50.0,201.8,23.8,130.7,15.3,Winter,Forest,0,0,0,not fire
43.6,67.1,20.0,1.6,81.5,98.3,296.6,30.3,207.0,20.9,Winter,Grassland,0,1,0,fire
29.4,100.0,21.9,0.7,59.9,36.8,154.6,20.1,94.9,11.6,Winter,Shrubland,0,0,0,not fire
42.0,63.2,19.1,0.8,84.6,80.5,343.5,30.1,221.1,20.4,Winter,Agriculture,1,0,0,fire
39.6,63.8,14.5,2.3,71.1,84.7,324.7,21.6,218.3,16.5,Spring,Agriculture,0,0,0,not fire
20.5,90.8,26.4,0.8,63.5,22.3,134.2,22.8,85.4,14.5,Winter,Grassland,0,1,0,not fire
32.5,68.0,13.9,0.5,67.0,61.9,269.1,20.3,166.2,15.0,Spring,Grassland,0,0,0,not fire
35.6,35.2,12.3,2.5,78.9,119.0,369.3,23.9,255.5,18.9,Summer,Agriculture,1,0,0,fire
27.2,62.1,18.6,0.5,63.7,55.4,251.3,20.9,151.1,13.8,Winter,Forest,1,0,0,not fire
31.1,64.1,15.5,2.5,66.0,78.4,277.2,23.4,184.2,16.1,Spring,Shrubland,1,0,0,not fire
33.3,46.7,7.2,3.2,64.5,102.1,367.6,20.0,253.9,17.5,Summer,Agriculture,0,0,0,not fire
21.8,42.4,20.5,0.4,66.8,62.0,251.2,25.9,155.3,17.3,Winter,Forest,0,0,0,fire
